course_title,instructor,duration_minutes,views,likes,comments,views_per_day,engagement_rate,platform,course_url,success_label
Python Full Course for Advanced Beginners,Delphine Works LLC,163.7333333,118703,299,5,1141.375,0.002561014,YouTube,https://www.youtube.com/watch?v=sds4pzAapao,0
Complete Numpy course in Hindi | Chai aur Numpy,Chai aur Code,144.0666667,334363,10572,1245,1044.884375,0.035341829,YouTube,https://www.youtube.com/watch?v=x7ULDYs4X84,1
Python for Cyber Security FULL Course in 3 Hours with Practical - 2025 Edition,WsCube Cyber Security,185.1666667,92985,3066,85,251.9918699,0.033887186,YouTube,https://www.youtube.com/watch?v=VNvNuIDrZo0,0
Harvard CS50 (2023) – Full Computer Science University Course,freeCodeCamp.org,1551.383333,7424648,248988,4120,9200.307311,0.034090236,YouTube,https://www.youtube.com/watch?v=LfaMVlDaQ24,1
Python Full Course in Telugu | Python Zero to Hero | Python One Shot in Telugu | Python in Telugu,PythonLife,549.7166667,127649,2715,122,318.3266833,0.022225008,YouTube,https://www.youtube.com/watch?v=traLkfY-7Zg,0
Python Full Course | Python Programming Training | Python | 2026 | Simplilearn,Simplilearn,597.0333333,10152,304,1,20.71836735,0.030043341,YouTube,https://www.youtube.com/watch?v=bp6CyPsJ2uY,0
Python Pandas Tutorial in Hindi,CodeWithHarry,65.4,1613597,34344,1048,677.9819328,0.021933605,YouTube,https://www.youtube.com/watch?v=RhEjmHeDNoA,1
Python Full Course With Animation 2025 |learn python in VS Code| 2 Hour tutorial | Projects |#python,Prism Byte,127.1666667,6580,206,10,72.30769231,0.032826748,YouTube,https://www.youtube.com/watch?v=wyqtwEZgikU,0
Ku Baro Python Af Somali | Python Af Soomaali Full Course,Dugsiiye,208.2833333,29089,1497,79,89.7808642,0.054178555,YouTube,https://www.youtube.com/watch?v=FLCVd8tJA2U,0
Curso COMPLETO de Python DESDE CERO para Principiantes 2025,midudev,512.8666667,1024011,23934,398,3543.290657,0.023761463,YouTube,https://www.youtube.com/watch?v=TkN2i-_4N4g,1
python interview questions and answers _ python interview _ python full course _ python #shortsfeed,Code With Muhib,0.233333333,988,21,0,2.863768116,0.021255061,YouTube,https://www.youtube.com/watch?v=GiSNfLSrGKk,0
Complete Data Science Course for Beginners| Pandas Library | Sheryians AI School,Sheryians AI School,143.6333333,93159,1969,288,375.641129,0.024227396,YouTube,https://www.youtube.com/watch?v=QUaSmqBeR9w,0
Python full course #devopsbustechnology #python #programming #dataanalytic,Devops Bus Technology ,0.466666667,119,4,0,0.623036649,0.033613445,YouTube,https://www.youtube.com/watch?v=mWZvvIo36mo,0
Python Full Course in Telugu | Python Tutorial for Beginners | Learn Python Programming Step by Step,Pavan,0.25,152,1,0,1.04109589,0.006578947,YouTube,https://www.youtube.com/watch?v=bZUvJMi6Hqg,0
Django for Beginners | Django Tutorial | Python Django | Learn Django Framework,Tech With Rathan,262.9666667,97703,1870,262,438.1300448,0.021821234,YouTube,https://www.youtube.com/watch?v=3gpo9piG12E,0
Django Tutorial for Beginners – Build Powerful Backends,Programming with Mosh,62.6,3268269,54478,2260,1974.784894,0.01736026,YouTube,https://www.youtube.com/watch?v=rHux0gMZ3Eg,1
#02 Variables and DataTypes Explained 🔋| In Tamil | Python Tutorial Series 🚀| EMC Academy,Error Makes Clever,8.8,554128,16554,563,567.7540984,0.030889975,YouTube,https://www.youtube.com/watch?v=Rtmgt2Qfqr4,1
Machine Learning in Python | Complete Crash Course | Python | Scikit-learn | (Part-1/2),Codanics,704.3166667,75132,2742,343,250.44,0.041061066,YouTube,https://www.youtube.com/watch?v=hJzhyQeGSt4,0
সহজ বাংলায় সম্পূর্ণ পাইথন শিখুন | ৪ ঘন্টার Python কোর্স নতুনদের জন্য,কোডিং উইথ শামীম,233.95,11531,447,42,108.7830189,0.042407423,YouTube,https://www.youtube.com/watch?v=n2S0gfmg7m4,0
Python Crash Course in Bangla | 20 Hours Full Tutorial for Beginners | Part #1,Inception BD,613.75,6742,252,57,28.44725738,0.045832097,YouTube,https://www.youtube.com/watch?v=wpO8UbYmNj8,0
Python Full Course in Hindi #learnpython  #python #coding #pythonhindi #programming #pythoncourses,syllabus Contained,0.466666667,205,4,0,2.628205128,0.019512195,YouTube,https://www.youtube.com/watch?v=LAtqe9ZPheI,0
"Python in Kannada - Dictionaries Operations, Methods and Functions | Full Course for Beginners - # 7",Engineering in Kannada,41.5,74185,3047,676,158.5149573,0.050185347,YouTube,https://www.youtube.com/watch?v=S_xF9ThJ8Jw,0
python full course in hindi | python for beginners | learn python,Codeynex,0.433333333,1685,22,0,35.85106383,0.01305638,YouTube,https://www.youtube.com/watch?v=guyQLGkxKjU,0
Python Pandas Crash Course (2025),CodeWithHarry,36.95,288786,8602,1905,827.4670487,0.036383343,YouTube,https://www.youtube.com/watch?v=E9WGC0SLPVs,1
"How to Start Learning Python? (FULL Course, Step by Step) - Python Tutorial for Beginners",Digital Academy,1.466666667,291,3,0,1.492307692,0.010309278,YouTube,https://www.youtube.com/watch?v=KiJFOKzLQr8,0
Python Full Course in Telugu | Type Casting in Python | Video 5,College Coders,6.95,90,12,0,45,0.133333333,YouTube,https://www.youtube.com/watch?v=_7P5QotQTVw,0
Python Full Course in One Video | Python for Beginners to Advanced | Complete Tutorial,CODE WITH AKT GUIDE,203.2833333,10,3,0,2,0.3,YouTube,https://www.youtube.com/watch?v=HZb-4OJPkjM,0
Machine Learning With Python Full Course | Machine Learning Tutorial For Beginners | Simplilearn,Simplilearn,494.95,12531,343,3,77.83229814,0.027611523,YouTube,https://www.youtube.com/watch?v=SIyTpBNbKAo,0
Python Flask Web Development Tutorial in Hindi,CodeWithHarry,107.2333333,1119187,22472,2952,634.1002833,0.02271649,YouTube,https://www.youtube.com/watch?v=oA8brF3w5XQ,1
Full Stack Web Development Roadmap for Beginners in Telugu,Swaroop Talks,13.75,38391,2106,65,698.0181818,0.056549712,YouTube,https://www.youtube.com/watch?v=OPIZsruYOyY,0
Strings in Python | Python Tutorial - Day #11,CodeWithHarry,11.58333333,1338268,30065,1471,1187.460515,0.023564787,YouTube,https://www.youtube.com/watch?v=kMNFQYArrLg,1
Python Full Course Day 5 | print() Function Explained | Ultimate Python Course,TechGURU Python FullStack School,30.18333333,29,2,0,4.142857143,0.068965517,YouTube,https://www.youtube.com/watch?v=k63ht8L27Qk,0
Python Installation & Setup Step by Step in Telugu | Python Full Course,College Coders,5.5,375,14,8,75,0.058666667,YouTube,https://www.youtube.com/watch?v=xsIShbAqNss,0
"Python in Kannada - Operators | Comparison, Logical, Assignment, Bitwise | Full Course  - #4",Engineering in Kannada,30.3,109162,3193,444,231.7664544,0.033317455,YouTube,https://www.youtube.com/watch?v=w8tfQWolQnE,0
O Level Python Programming MCQs(M3-R5.1)| O Level python mcq marathon| O Level python Marathon Class,New Ideas YT,704.5833333,127425,2894,252,674.2063492,0.024689033,YouTube,https://www.youtube.com/watch?v=N0KPra6RufM,0
Python in Kannada - Comprehension | List Input | Loops Revision | Full Course for Beginners - # 11,Engineering in Kannada,39.21666667,52395,1845,241,113.4090909,0.039812959,YouTube,https://www.youtube.com/watch?v=VYDVqCQy5mg,0
Python Backend Web Development Course (with Django),freeCodeCamp.org,611.8666667,2620785,57695,1192,1586.431598,0.022469222,YouTube,https://www.youtube.com/watch?v=jBzwzrDvZ18,1
Python Full Course in Hindi (7.5 Hours + Project) – Start Coding Today!,In Computing World,461.5833333,13046,655,68,56.96943231,0.055419286,YouTube,https://www.youtube.com/watch?v=PXAfSXuiXwg,0
Python Full Course for Beginners | Python Introduction & Setup Guide | Roots of Intelligence,Roots Of Intelligence,25.48333333,314,23,19,1.815028902,0.133757962,YouTube,https://www.youtube.com/watch?v=NE7NC5-86SQ,0
AI Engineer Complete RoadMap for 2025 | from basics to AI/ML Advanced,Apna College,17.83333333,1032201,38185,2007,9737.745283,0.038938153,YouTube,https://www.youtube.com/watch?v=t9MJ1gxcJ4w,1
Python Full Course in Telugu | Input in Python | input() Function | Video 6,College Coders,3.833333333,51,9,0,51,0.176470588,YouTube,https://www.youtube.com/watch?v=OqSSa-jqVeE,0
Excel in 5 hours | Excel Course in Telugu | Excel Full Course in Telugu,PythonLife,306.9,700015,13618,144,659.1478343,0.019659579,YouTube,https://www.youtube.com/watch?v=vBs5WJLwnAQ,1
Python Full Course in Telugu | Input in Python | input() Function | Video 6,College Coders,3.833333333,51,9,0,51,0.176470588,YouTube,https://www.youtube.com/watch?v=OqSSa-jqVeE,0
Excel in 5 hours | Excel Course in Telugu | Excel Full Course in Telugu,PythonLife,306.9,700015,13618,144,659.1478343,0.019659579,YouTube,https://www.youtube.com/watch?v=vBs5WJLwnAQ,1
Python One Shot Full Course  Learn Python from Scratch to Advanced  Beginner Friendly,Mak Computer Institute,306.5666667,12,3,0,12,0.25,YouTube,https://www.youtube.com/watch?v=FxYnFHo7h0Q,0
Jupyter Notebook Tutorial for Beginners | Learn Python Jupyter in 40 Minutes | Amit Thinks | 2023,Amit Thinks,38.16666667,322596,4630,154,296.7764489,0.014829694,YouTube,https://www.youtube.com/watch?v=Ou-7G9VQugg,1
python full course in hindi || python tutorial in hindi || python for data science full course,Code Karo,2.133333333,4,1,0,2,0.25,YouTube,https://www.youtube.com/watch?v=Jkyl6JmRCoI,0
Python Full Course for Beginners | Complete Tutorial + Roadmap (2025) | Soch Verse,Soch Verse,120.55,2354,142,13,18.24806202,0.06584537,YouTube,https://www.youtube.com/watch?v=ViuSuGEdi2A,0
PySpark Tutorial | Full Course (From Zero to Pro!),Ansh Lamba,354.3666667,725384,12815,1649,1710.811321,0.019939784,YouTube,https://www.youtube.com/watch?v=94w6hPk7nkM,1
"Python Website Full Tutorial - Flask, Authentication, Databases & More",Tech With Tim,136.6666667,3533926,69014,2704,1961.113208,0.020294143,YouTube,https://www.youtube.com/watch?v=dam0GPOAvVI,1
Python Full Course In Hindi | Python Tutorial For Beginners In Hindi | (With Notes) 2023,Micro Solution,432.7333333,83215,2796,53,57.70804438,0.034236616,YouTube,https://www.youtube.com/watch?v=FStwWUkW5RQ,0
College Algebra – Full Course with Python Code,freeCodeCamp.org,908.8,763556,21361,388,706.3422757,0.028483831,YouTube,https://www.youtube.com/watch?v=i7vOAcUo5iA,1
Python In Telugu For Beginners | Python Complete Course In Telugu | Python In Telugu | Python Suresh,Suresh techs,724.3833333,199455,10181,227,159.9478749,0.052182196,YouTube,https://www.youtube.com/watch?v=kYOYaYumLeA,1
Python Full Course for Beginners 2026: Master Python & OOPS in 4 Hours!,Frontend to Backend with Rohan,230.7,146,6,0,5.034482759,0.04109589,YouTube,https://www.youtube.com/watch?v=wIoF4ERyX7w,0
Python Full Course in Telugu | Variables in Python,College Coders,7.45,217,18,6,54.25,0.110599078,YouTube,https://www.youtube.com/watch?v=GhbWmyUG2aU,0
Announcement : DSA in Python Free Course | Complete DSA in Python,College Wallah,5.466666667,70133,1379,91,310.3230088,0.020960176,YouTube,https://www.youtube.com/watch?v=cKeKp17afZw,0
Matplotlib Full Course in 1 Shot | Data Visualization for Data Science with Netflix Dataset Project,Coding With Sagar,166.2333333,197503,8025,1308,777.5708661,0.047254978,YouTube,https://www.youtube.com/watch?v=kM_eVEEWfnE,1
python full course in hindi | python for beginners | learn python (2025),Codeynex,0.366666667,1356,19,0,28.25,0.014011799,YouTube,https://www.youtube.com/watch?v=q5TImWth7Qg,0
Python Full Course in Telugu | From Basics to Advanced in One Video!,Code Zone Telugu,700.95,19779,689,60,77.87007874,0.037868446,YouTube,https://www.youtube.com/watch?v=BmDMZY_qcJ8,0
Python Full Course Playlist | What is Python? (Introduction) | How to Install Python | Lecture 1,Micro Solution,10.91666667,2161,120,7,12.27840909,0.058769088,YouTube,https://www.youtube.com/watch?v=9cMDpRdksY0,0
*Build a Chatbot in Python* | Mini Project | Python Full course for Beginners,Riya CS Lectures,17.08333333,214,0,1,12.58823529,0.004672897,YouTube,https://www.youtube.com/watch?v=Wos2xbyHVNA,0
Funny Python Free For Beginners Full Course｜ 1,Lili_Code,2.8,18,3,0,1.058823529,0.166666667,YouTube,https://www.youtube.com/watch?v=-E0oNpGacZY,0
كورس لغة بايثون في 300 دقيقة | برمجة من الصفر,اتعلم ببساطة,300.5166667,977322,41313,2157,3909.288,0.044478688,YouTube,https://www.youtube.com/watch?v=ij6qQQlGKtE,1
Python Bangla Tutorial | Python Programming Crash Course in Bangla | Python Course 2023,YOUTH CAREER HUB ,392.4166667,164832,5231,479,107.8037933,0.034641332,YouTube,https://www.youtube.com/watch?v=OdtVdjtONb4,1
🔴 Python Full Course in One Shot (Part 1) | Basics to Advanced | Learn Python for Beginners,Code Unveil,443.65,21954,322,72,73.18,0.017946616,YouTube,https://www.youtube.com/watch?v=i0bxaUKQ4Jo,0
Python Django Course | Learn Python Django Full Tutorial for Beginners,WsCube Tech,503.9666667,446117,8499,313,287.4465206,0.019752666,YouTube,https://www.youtube.com/watch?v=6tdfhlIoxOw,1
Learn 90% of PYTHON in Just 12 Hours (2025 Full Course),WsCube Tech,713.55,118357,2774,82,253.9849785,0.024130385,YouTube,https://www.youtube.com/watch?v=3n_Gb0aBR6Q,0
Python Full Course in Telugu | Operators in Python | Python Video 4,College Coders,14.25,192,9,6,64,0.078125,YouTube,https://www.youtube.com/watch?v=MP7Mf-crf3U,0
Machine Learning with Python 2026 The Complete Beginner’s Course | Full Python Bootcamp Zero to Hero,Full Course,663.4166667,836,31,6,418,0.044258373,YouTube,https://www.youtube.com/watch?v=bRog9Drs4kU,0
Python Full Course in Hindi | Learn Python Programming from Scratch in 2025 | Basics for beginners,RAKTIM SINGH,10.5,1178,27,0,7.649350649,0.022920204,YouTube,https://www.youtube.com/watch?v=35OdYMHJZ2k,0
পাইথন বাংলা টিউটোরিয়াল - Python Tutorial for Beginners (Bangla) - Full Course,BlackOsRa,296.3333333,125675,5029,200,65.31964657,0.04160732,YouTube,https://www.youtube.com/watch?v=FF2UcqjOGrU,0
PYTHON FOR DATA SCIENCE IN TELUGU || 9 HOURS Full Course || Data Science Tutorial for Beginners,Sundeep Saradhi Kanthety,546.6,61590,1234,42,48.76484561,0.020717649,YouTube,https://www.youtube.com/watch?v=9P9RXN5gMhw,0
Funny Python Free For Beginners Full Course｜ 6（print-1）,Lili_Code,5.45,11,1,0,0.6875,0.090909091,YouTube,https://www.youtube.com/watch?v=AousvjVCnsk,0
Funny Python Free For Beginners Full Course｜ 16（Nested Conditional）,Lili_Code,4.8,15,1,0,1.666666667,0.066666667,YouTube,https://www.youtube.com/watch?v=0GCHb5qcyRI,0
Machine Learning With Python Full Course 2026 | Machine Learning Tutorial for Beginners| Simplilearn,Simplilearn,598.1333333,362918,7564,58,257.5713272,0.021001989,YouTube,https://www.youtube.com/watch?v=c8W7dRPdIPE,1
OpenCV Tutorial | Computer Vision | Full OpenCV with Python Course,Coding With Sagar,298.0166667,166845,5246,927,937.3314607,0.036998412,YouTube,https://www.youtube.com/watch?v=yQu_3e7MAr0,1
Funny Python Free For Beginners Full Course｜ 18（List）,Lili_Code,4.5,12,1,2,1.333333333,0.25,YouTube,https://www.youtube.com/watch?v=cXn1H81PwJE,0
Arduino 101- Crash Course w/ Mark Rober,CrunchLabs,22.2,1775458,49852,688,2827.16242,0.028465894,YouTube,https://www.youtube.com/watch?v=yi29dbPnu28,1
Python Numpy Full Tutorial For Beginners | Numpy Full Course in 4 Hours 🔥,WsCube Tech,273,235895,4478,134,175.9097688,0.019551071,YouTube,https://www.youtube.com/watch?v=-TYSM0CDA4c,1
Funny Python Free For Beginners Full Course｜ 2,Lili_Code,1.316666667,8,1,0,0.470588235,0.125,YouTube,https://www.youtube.com/watch?v=phdfjZO6Dco,0
Funny Python Free For Beginners Full Course｜ 8（Variables）,Lili_Code,4.566666667,9,0,0,0.9,0,YouTube,https://www.youtube.com/watch?v=08Tx_Rz-J6c,0
Python Pandas Full Course | Learn in 6 hours | Pandas for Data Science and Analysis | Amit Thinks,Amit Thinks,352.85,141340,2213,85,197.1269177,0.016258667,YouTube,https://www.youtube.com/watch?v=yFoVs3_wvPo,1
Class 12 Computer Science | Python Revision Tour | BOARDS 2025-26 | ONE SHOT | Best Explaination,Youth Af,117.9833333,218810,4531,526,1041.952381,0.023111375,YouTube,https://www.youtube.com/watch?v=t3agVyBKDos,1
SQL Tutorial for Beginners (Complete Course using MySQL),CodeWithHarry,237.9,1796270,39069,2693,10035.02793,0.023249289,YouTube,https://www.youtube.com/watch?v=yE6tIle64tU,1
How to Learn Coding for Beginners [ Sharing My Experience ],Technology Gyan,7.35,6002739,299098,10358,3025.574093,0.051552466,YouTube,https://www.youtube.com/watch?v=rpa5900OpQ4,1
Python Full Course in Telugu | Python Introduction | What is Python? | Part-1,College Coders,4.366666667,828,74,38,118.2857143,0.1352657,YouTube,https://www.youtube.com/watch?v=H0VPn9vxePY,0
Java Full Course in Telugu | Java in 10 Hours | Java Tutorials for Beginners | Java in Telugu | Java,PythonLife,594.5333333,295393,7498,163,1074.156364,0.025934941,YouTube,https://www.youtube.com/watch?v=prfwlnq2vJY,1
if Statement in Python | Python Tutorial | Python Full Course - Lecture #14,Learn AI with Ramesh,3.883333333,125,7,3,0.850340136,0.08,YouTube,https://www.youtube.com/watch?v=3ISlcec8DX0,0
Python Programming for Beginners 🔥 | Python Full Course in Hindi | Learn Python Step by Step,ServiceConnect Hub,0.733333333,1025,15,3,51.25,0.017560976,YouTube,https://www.youtube.com/watch?v=E4A_FbB-gPI,0
Loops In Python: Beginners To Pro In One Video! (Python Full Course),WsCube AI & Tech School,95.53333333,2540,74,26,16.07594937,0.039370079,YouTube,https://www.youtube.com/watch?v=Ydw6PhM0aWo,0
Python Basic | Part 2 |Python Programming - A Full Course for Beginners  @RealCodeGuru,CodeGuru,1.9,173,9,0,10.8125,0.052023121,YouTube,https://www.youtube.com/watch?v=7nHd0igXknQ,0
Install Latest Python and PyCharm on Windows 11 | Python Full Course for Beginners - Lecture #2,Learn AI with Ramesh,8.1,502,9,2,3.217948718,0.021912351,YouTube,https://www.youtube.com/watch?v=p-C_zEG9I6g,0
Full Stack Python Course 2025 | Quality Thought | Python Full Course for Beginners | iDreamCampus,iDream Campus,2.9,1235,42,0,11.6509434,0.034008097,YouTube,https://www.youtube.com/watch?v=bKoDb9WpBLA,0
python full course with certificate #computerclass #computer #computerzone #computercourse,Krishna computer training centre,0.183333333,790,5,0,4.136125654,0.006329114,YouTube,https://www.youtube.com/watch?v=AU5zw5Tdf7c,0
Class 15 | Range Function in Python | Python Full Course in Bangla | Ostad App,Ostad,5.666666667,15,0,0,15,0,YouTube,https://www.youtube.com/watch?v=T-6sjmJf7os,0
Python for Data Engineers Full Course 2026 | Basics to Advanced,Data with Jay,634.9166667,446,63,6,446,0.15470852,YouTube,https://www.youtube.com/watch?v=XMmfJFS_MFQ,0
*Solving Four Sums Problem in Python* | Python Full course for Beginners | Lecture 30,Riya CS Lectures,43.91666667,44,0,1,14.66666667,0.022727273,YouTube,https://www.youtube.com/watch?v=qG7NOGwBYQY,0
Python full course for beginners | Python Turtle Graphics | Python Full Course #Shorts #python,PythonMarg | Creative Python Projects,0.633333333,2092,117,7,16.47244094,0.059273423,YouTube,https://www.youtube.com/watch?v=RIFFHecDsbk,0
Funny Python Free For Beginners Full Course｜ 5（Create the first project）,Lili_Code,2.1,6,0,0,0.375,0,YouTube,https://www.youtube.com/watch?v=i_3k0lOB0Mg,0
Lecture 1 : Basics of Python / Prerequisites for DSA in Python | DSA in Python | Free Course,College Wallah,97.91666667,93935,1829,117,419.3526786,0.020716453,YouTube,https://www.youtube.com/watch?v=orQg_LyLzBk,0
Python for beginners| Python full course | Python in marathi | Python tutorial,Nagari Tech Hub,13.98333333,58,8,9,19.33333333,0.293103448,YouTube,https://www.youtube.com/watch?v=-_D9VP8k1Rs,0
AI & ML Full Course 2025 | Complete Artificial Intelligence and Machine Learning Tutorial |  Edureka,edureka!,712.9833333,165907,3524,42,1494.657658,0.02149397,YouTube,https://www.youtube.com/watch?v=hhGPiDrUe1c,1
*Find Missing element in array in Python* | Python Full course for Beginners | Lecture 31,Riya CS Lectures,21.03333333,23,0,0,23,0,YouTube,https://www.youtube.com/watch?v=xoJRenEN4sU,0
FREE Python Programming Full Course (2025) | 15 Hours Master Class,Azad Chaiwala,921.7666667,31603,1107,73,154.1609756,0.037338227,YouTube,https://www.youtube.com/watch?v=ZUkaOGdqlo0,0
Deep Learning for Computer Vision with Python and TensorFlow – Complete Course,freeCodeCamp.org,2236.683333,1127149,29686,798,1190.231257,0.027045226,YouTube,https://www.youtube.com/watch?v=IA3WxTTPXqQ,1
Class 24 | পাইথনে Functions শিখুন একদম শুরু থেকে | Python Full Course in Bangla | Ostad App,Ostad,6.6,7,0,0,7,0,YouTube,https://www.youtube.com/watch?v=2PFuXyGThE0,0
Class 45 | Static Method | Python Full Course in Bangla | Ostad App,Ostad,4.483333333,1,0,0,1,0,YouTube,https://www.youtube.com/watch?v=dnoHsmybliM,0
DSA in Python Full Course in 20 Hours (Beginners to Pro) | Learn Data Structures and Algorithms 2025,WsCube Tech,1268.233333,489210,13122,517,919.5676692,0.027879643,YouTube,https://www.youtube.com/watch?v=mGJusQ7iBwc,1
Class 31 | Python Scope Resolution শিখুন সহজে | Python Full Course in Bangla | Ostad App,Ostad,14.7,1,0,0,1,0,YouTube,https://www.youtube.com/watch?v=BBEUHKjwQkk,0
Python for Total Beginners - No Experience Needed ! | Python Course - Part8,Raj Tech-Trainer,11.76666667,2,0,0,2,0,YouTube,https://www.youtube.com/watch?v=Shd5CbyukLY,0
PYTHON PROGRAMMING FULL COURSE (PART-2) || PYTHON PROGRAMMING IN TELUGU ,Bhavani tutorials,256.35,27,0,0,9,0,YouTube,https://www.youtube.com/watch?v=YyBDTNMw7NE,0
Python Full Course | Day 15 🚀 Project 1 Assigned | Practical Learning Starts,Code With Nehal,18.18333333,18,2,0,18,0.111111111,YouTube,https://www.youtube.com/watch?v=sWOnCFFh250,0
Class 23 | Python Module Summary | Python Full Course in Bangla | Ostad App,Ostad,3.9,3,0,0,3,0,YouTube,https://www.youtube.com/watch?v=HuO9G_Gls7o,0
Class 54 | পাইথনে Encapsulation এবং Abstraction কী? Python Full Course in Bangla | Ostad App,Ostad,8.316666667,10,0,0,10,0,YouTube,https://www.youtube.com/watch?v=2_rmbEXyaTs,0
Full Stack Python Course 2025 | Quality Thought | Python Full Course for Beginners | iDreamCampus,iDream Campus,2.9,22335,125,0,446.7,0.005596597,YouTube,https://www.youtube.com/watch?v=n9Z9nJ1akv0,0
Class 30 | পাইথনে Lambda Function শিখুন সহজে | Python Full Course in Bangla | Ostad App,Ostad,14.05,8,0,0,8,0,YouTube,https://www.youtube.com/watch?v=vyfIjylw4NU,0
How to Run Python in Visual Studio Code on Windows 10 [2022] | Run Sample Python Program,Amit Thinks,7.8,1659392,19634,939,1194.666667,0.012397914,YouTube,https://www.youtube.com/watch?v=zk5qOQBvuK4,1
Class 32 | পাইথন ফাইল রিড করার সহজ নিয়ম | Python Full Course in Bangla | Ostad App,Ostad,5.7,1,0,0,1,0,YouTube,https://www.youtube.com/watch?v=4kE3LQR9tuA,0
Class 50 | Single Inheritance | Python Full Course in Bangla | Ostad App,Ostad,9.033333333,9,0,0,9,0,YouTube,https://www.youtube.com/watch?v=GTPQbff62M0,0
Data Analytics Full Course (2025) | Data Analytics Course (Python + Power BI) | Intellipaat,Intellipaat,704.4333333,53409,1783,41,331.7329193,0.034151547,YouTube,https://www.youtube.com/watch?v=31PLDnt-rw4,0
#7 Python Dictionary & Sets Explained | Real-Life Examples | Python Full Course 2026 (Hindi),Data Science Ki Duniya,18.86666667,66,11,11,16.5,0.333333333,YouTube,https://www.youtube.com/watch?v=FiXHDHyDMzg,0
Class 26 | পাইথনে নিজের ফাংশন তৈরি করার নিয়ম | Python Full Course in Bangla | Ostad App,Ostad,9.816666667,4,0,0,4,0,YouTube,https://www.youtube.com/watch?v=e-rtiQl0CSI,0
Class 52 | Hierarchical and Hybrid Inheritance | Python Full Course in Bangla | Ostad App,Ostad,8.633333333,3,0,0,3,0,YouTube,https://www.youtube.com/watch?v=39cFhKLTqSU,0
Class 44 | Class vs Instance Method | Python Full Course in Bangla | Ostad App,Ostad,7.433333333,5,0,0,5,0,YouTube,https://www.youtube.com/watch?v=qC3AMIiCt-E,0
Class 20 | Set in Python | Python Full Course in Bangla | Ostad App,Ostad,5.816666667,2,0,0,2,0,YouTube,https://www.youtube.com/watch?v=on8nQTwURaw,0
Class 40 | Class and Object in OOP | Python Full Course in Bangla | Ostad App,Ostad,7.916666667,1,0,0,1,0,YouTube,https://www.youtube.com/watch?v=7WvVO3RNrBU,0
PYTHON Full COURSE In Telugu | Full COURSE In 6 HOURS  | Complete Python Course | @RaviramTechTalks ,Ravi Talks,375.7333333,3234,140,13,20.73076923,0.047309833,YouTube,https://www.youtube.com/watch?v=Ia_QuhAfwtM,0
Class 27 | How to use Multiple Arguments in Python? Python Full Course in Bangla | Ostad App,Ostad,6.15,2,0,0,2,0,YouTube,https://www.youtube.com/watch?v=ANtzGjzxxog,0
Lecture 5 : Python Input Output Programs | Python Full Course | Coding |,White Fortress Cyber Security,9.516666667,15,3,2,15,0.333333333,YouTube,https://www.youtube.com/watch?v=Avf6-2oDFJk,0
"Python Full Course❤️ |  Basic, Modules and pip | Lecture 1 | @YRTechnical",YR Technical,5.866666667,2,1,0,1,0.5,YouTube,https://www.youtube.com/watch?v=CMzpEmG5L7Y,0
Class 21 | Dictionary in Python | Python Full Course in Bangla | Ostad App,Ostad,9.866666667,6,0,0,6,0,YouTube,https://www.youtube.com/watch?v=p27fljma7Zo,0
Class 35 | Difference Between Error VS Exception | Python Full Course in Bangla | Ostad App,Ostad,6.666666667,13,0,0,13,0,YouTube,https://www.youtube.com/watch?v=uoV6L8yJNMQ,0
Class 49 | Introduction to Inheritance | Python Full Course in Bangla | Ostad App,Ostad,5.716666667,6,0,0,6,0,YouTube,https://www.youtube.com/watch?v=Hb9Fi5ZI2Pc,0
Class 22 | পাইথনে Dictionary Comprehension শিখুন সহজে | Python Full Course in Bangla | Ostad App,Ostad,2.85,4,0,0,4,0,YouTube,https://www.youtube.com/watch?v=WuHtNILY4dk,0
Class 53 | How to use Polymorphism in Python? Python Full Course in Bangla | Ostad App,Ostad,10.71666667,5,0,0,5,0,YouTube,https://www.youtube.com/watch?v=Xgzuf67B6vg,0
Python full course 🌐| Variable and Data Types| Lecture 1,study_py,14.26666667,9,3,0,4.5,0.333333333,YouTube,https://www.youtube.com/watch?v=fgBFQd8Pr7I,0
Class 43 | Class vs Instance Variable | Python Full Course in Bangla | Ostad App,Ostad,7.333333333,5,0,0,5,0,YouTube,https://www.youtube.com/watch?v=NUPsqki5WUs,0
What is Object Oriented Programming? -  Python Malayalam #14,Learn with Aji,10.08333333,5906,130,16,12.45991561,0.024720623,YouTube,https://www.youtube.com/watch?v=tPCvj6cT7a0,0
Class 25 | পাইথনে Return এবং Print এর আসল পার্থক্য | Python Full Course in Bangla | Ostad App,Ostad,7.066666667,3,0,0,3,0,YouTube,https://www.youtube.com/watch?v=3LHAs3uCRoE,0
Class 28 | পাইথনে Keyword Arguments এর সহজ ব্যবহার | Python Full Course in Bangla | Ostad App,Ostad,8.3,12,0,0,12,0,YouTube,https://www.youtube.com/watch?v=Gv5x9H2nbNs,0
Class 47 | পাইথনে Property Decorator শিখুন সহজে | Python Full Course in Bangla | Ostad App,Ostad,8.85,4,0,0,4,0,YouTube,https://www.youtube.com/watch?v=vEglYGAKN2c,0
"Class 48 | Association, Aggregation, Composition | Python Full Course in Bangla | Ostad App",Ostad,16.96666667,5,0,0,5,0,YouTube,https://www.youtube.com/watch?v=_gUD_CV_Jl4,0
